,hitokoto,from
379,别再去抱怨身边人善变，多懂一些道理，明白一些事理，毕竟每个人都是越活越现实。,只有懂得谦虚的意义，才会得到别人的教诲，才会处处受人喜爱。
380,好走的都是下坡路：人生之路并非一马平川，并非无须费劲就能轻松前行。许多时候，正是由于我们放弃了努力，便白白地错失了成功的良机。,热爱生活，生活也会厚爱你。
381,我们什么都没有，唯一的本钱就是青春。梦想让我与众不同，奋斗让我改变命运！,有时稍微低下头，或许我们人生路会更加精彩，我们的能力也会有所长进。
382,透过云端的道路，只亲吻攀登者的足迹。,坚定的信念，锁定目标；执着的态度，改变命运；冷静的思考，突破困惑；乐观的心态，决定成败；努力的程度，决定结果；自我的奋斗，缔造精彩！
383,别再去抱怨身边人善变，多懂一些道理，明白一些事理，毕竟每个人都是越活越现实。,低落只是情感的寄托罢了，单纯的情绪而已。
384,积极向上的人总是把苦难化为积极向上的动力。,善待你的爱好，别让它们为学习让路，要让它们替学习服务。
385,只要一息尚存，我就要坚持到底，因为我已明白成功的一大法则：坚持到底，就是胜利。,学习要有三心，一信心，二决心，三恒心。
386,任何业绩的质变都来自于量变的积累。,你是老师的百分之一，是父母的百分之五十，但却是你自己的百分之百，所以要非常非常努力，去追求自己想要的一切。
387,若无其事，原来是最好的报复。生活得更好，是为了自己。,生命本身是一个过程，成功与失败只是人生过程中一些小小的片段，若果把生命与成功或失败联系在一起，生命将失去本身该有的意义。
388,用行动开启完美，用智慧点亮人生，用信心激励自我，用勇气点燃激情，用执着守候成功，用发奋打造精彩，用奋斗创造辉煌，用拼搏开拓未来！,因害怕失败而不敢放手一搏，永远不会成功。
389,你特么的看看你现在的样子?还是我爱的那个你么?,安全感不是别人给的，它取决于你有多爱自己，吃饱穿暖，手机有电，钱包永远不扁。
390,活着就要学习，学习不是为了活着。,人各有志，自己的路自己走。
391,每个人身上都有惰性和消极情绪，成功的人都是懂得管理自己的情绪和克服自己的惰性，并像太阳一样照亮身边的人，激励身边的人。,就算全世界都否定我，还有我自己相信我。
392,能坚持别人不能坚持的，才能拥有别人不能拥有的。,美丽的花虽然会凋谢，可是盛开的时刻值得欣赏。要在美好的时候创造出美好的东西，人生才会充满意义。
393,面对困难挫折挑战只要你肯相信自己，不断努力的付出，哪怕你现在的人生是从零开始，你都可以做得到。,再苦再累也要坚强，只为那些期待眼神。
394,困难像弹簧，你强它就弱，你弱它就强。,人活着要呼吸。呼者，出一口气；吸者，争一口气。
395,拥有一颗无私的爱心，便拥有了一切。,每个人都有阴暗面、虚伪面，有什么好奇怪的，对不同的人不同态度，喜欢就交流，不喜就陌路。
396,凡真心尝试助人者，没有不帮到自己的。,不论你在什麽时候结束，重要的是结束之後就不要悔恨。
397,最终你相信什么就能成为什么。因为世界上最可怕的二个词，一个叫执着，一个叫认真，认真的人改变自己，执着的人改变命运。只要在路上，就没有到不了的地方。,没有灯的小路一样能够行走，只要心还在。
398,人不一定要生得漂亮，但却一定要活得漂亮。,安乐给人予舒适，却又给人予早逝；劳作给人予磨砺，却能给人予长久。
399,公平是好事，因为会让人更努力。,智者创造机会，强者把握机会，弱者坐等机会。
400,梦想从这刻起，并不只是个幻想，靠自己它能成为现实中的一部分。,“我欲”是贫穷的标志。事能常足，心常惬，人到无求品自高。
401,让珊瑚远离惊涛骇浪的侵蚀吗？那无异是将它们的美丽葬送。,天行健，君子以自强不息。
402,你要做多大的事情，就该承受多大的压力。,是梦别怕疼，想赢别喊停！
403,不要感叹时间总是流逝得太快，一辈子本来就不长。,碰到低潮，自己鼓励自己。千万别乞求，依靠别人来鼓励你。
404,在人生的道路上，即使一切都失去了，只要一息尚存，你就没有丝毫理由绝望。因为失去的一切，又可能在新的层次上复得。,如果放弃太早，你永远都不知道自己会错过什么。
405,我希望你过看让自己骄傲的生活。如果没有，我希望你有勇气可以重头来过。,我不屑与任何一个人去争。爱我的，不用争。不爱的，争来也没用。
406,天塌下来，有个高的人帮你扛着，但是你能保证，天塌下来的时候，个儿高的人没在弯腰吗？之后，还不是得靠自己！,把脸一直向着阳光，这样就不会见到阴影。
407,微笑是我们心灵的最真诚倾诉，是在困难面前最好的良药。,起点低怕什么，大不了加倍努力。人生就像一场马拉松比赛，拼的不是起点，而是坚持的耐力和成长的速度。只要努力不止，进步也会不止。
408,无论是对事还是对人，我们只需要做好自己的本分，不与过多人建立亲密的关系，也不要因为关系亲密便掏心掏肺，切莫交浅言深，应适可而止。,自信就如一副眼镜，帮助近视的人打开光明之路；自信就如一台电脑帮助无知的人们开阔视野；自信就如一台学习机，帮助学习差的同学提高成绩；
409,在学习上不肯钻研的人是不会提出问题的；在事业上缺乏突破力的人是不会有所创新的。,上帝从不抱怨人们的愚昧，人们却抱怨上帝的不公平。
410,心态决定看世界的眼光，行动决定生存的状态。要想活出尊严，展现不凡，只有改变观念，敢于和命运抗争！,诸恶莫做，众善奉行，莫以善小而不为，莫以恶小而为之。
411,人生就那么短，不要为了变成别人喜欢的样子，委屈了自己。该开心时开心，想发泄就发泄。过好自己的生活的第一件事，就是为自己而活。,这里没有自由的人，只有不会愤怒的猴子.不懂爱情的猪，还有分不清东南西北的和尚。
412,这个世界最脆弱的是生命，身体健康，很重要。,回忆过去，满满的相思忘不了。朋友一生一起走，那些日子不再有，一句话，一辈子，一生情，一杯酒。有过伤，还有痛，还有你，还有我。
413,功到自然成，成功之前难免有失败，然而只要能克服困难，坚持不懈地努力，那么，成功就在眼前。,你若想要得到，就别只是期望。人生短暂，经不起等待。
414,使我们不快乐的，都是一些芝麻小事，我们可以躲闪一头大象，却躲不开一只苍蝇。,用行动祈祷比用言语更能够使上帝了解。
415,不要给自己的失败找借口！,用心的人在每一次忧患中都看到一个机会，而消极的人则在每个机会都看到某种忧患。
416,古之立大事者，不惟有超世之材，亦必有坚忍不拨之志,没有人值得你流泪，值得让你这么做的人不会让你哭泣。
417,低头是一种能力，它不是自卑，也不是怯弱，它是清醒中的嬗变。,每件事情都必须有一个期限，否则，大多数人都会有多少时间就花掉多少时间。
418,用你的笑容去改变这个世界，别让这个世界改变了你的笑容。,自己想要的东西，要么奋力直追，要么干脆放弃。别总是逢人就喋喋不休的表决心或者哀怨不断，做别人茶余饭后的笑点。
419,我们可以不必理会别人奢侈的掌声，但应在乎自己在胜利征途上迈出坚实的每一个脚印。,君子之交淡如水，要有好脾气和仁义广结好缘，多结识良友，那是积蓄无形资产。很多成功就是来源于无形资产。
420,赢了自己才能成功。,苦到极处回甘，冰到极处回温。
421,征服自己，就能征服一切。,站得更高才能看得更远。
422,学会坚强，做一只沙漠中永不哭泣的骆驼!,你不喜欢我，我一点都不介意。因为我活下来，不是为了取悦你！
423,这单薄青春的碎碎流年，拼凑着梦想的汗水，我们要坚信在这兜兜转转的路上，总有一个路口指向梦想。让自我的心不流离失所，永远充满青春的正能量！,时光偷走的，永远都是我们眼皮底下看不见的珍贵。
424,坚定的信念，锁定目标；执着的态度，改变命运；冷静的思考，突破困惑；乐观的心态，决定成败；努力的程度，决定结果；自我的奋斗，缔造精彩！,我不知道年少轻狂，我只知道胜者为王。
425,心若计较，处处都是怨言;心若放宽，时时都是春天。,"山涧的泉水经过一路曲折,才唱出一支美妙的歌。"
426,生气，就是拿别人的过错来惩罚自己。原谅别人，就是善待自己。,骏马是跑出来的，强兵是打出来的。
427,人生的成败得失，不在于挫折坎坷荣辱，而在于正确的定位；人生的许多辉煌，不在于一时的喜乐，而在于人生的正能量。,过去不等于未来。
428,预测未来的最好方法，就是创造未来。,挫折其实就是迈向成功所应缴的学费。
429,目标不是都能到达的，但它能够作为瞄准点。,不要放弃自己，勇敢地理解生命的挑战。有一天我们能够老死病死穷死，但绝不要允许自己失望而死，消极而死!
430,人犯错误，大半是该用真情时太过动脑筋，而在该用脑筋时又太感情用事。,不见面也有不见面的好，你永远是，我记忆中的样子。
431,不要忘本，任何时候，任何事情。,那些在困难面前能够坚持到底.努力奋进的人最终能够战胜一切困难，取得最后的成功。
432,要想成为强乾，决不能绕过挡道的荆棘也不能回避风雨的冲刷。,真正的勇气不是压倒一切，而是不被一切压倒。
433,学习是一次独立的行动，需要探索.琢磨.积极应战.顽强应战，艰辛由你独自承担，胜利由你独立争取。,如果努力就可以做到的事情，为什么不去做。
434,时间是有限的，所以不要把时间浪费在走别人的路上。,没有天生的信心，只有不断培养的信心。
435,即使道路坎坷不平，车轮也要前进；即使江河波涛汹涌，船只也航行。,人生舞台的大幕随时都可能拉开，关键是你愿意表演，还是选择躲避。
436,每一发奋努力的背后，必有加倍的赏赐。,胜利贵在坚持，要取得胜利就要坚持不懈地努力，饱尝了许多次的失败之后才能成功。
437,没有一种不通过蔑视忍受和奋斗就可以征服的命运。,很多事情努力了未必有结果，但是不努力却什么改变也没有。
438,你今天必须做别人不愿做的事，好让你明天可以拥有别人不能拥有的东西。,立志，就是在为你的人生打基础。有什么样的理想，从事什么样的事业，你就会成为一个什么样的人。
439,智者一切求自己，愚者一切求他人。,坚强是内心的强大，能够肩负起相应的职责。
440,势不可使尽，福不可享尽，便宜不可占尽，聪明不可用尽。,就让我执迷不悟，在自己的世界勇敢地走下去。
441,乌云的背后是阳光，阳光的背后是彩虹。,最可怕的敌人，就是没有坚强的信念。
442,得之坦然，失之淡然，顺其自然，争其必然。,勤奋是你生命的密码，能译出你一部壮丽的史诗。
443,理想的路总是为有信心的人预备着。,成长就是将哭声调成静音的过程，把情绪收到别人看不到的地方，一个人学会坚强。
444,愿你沉稳又执着，对热爱的事情都全力以赴，又满载而归。,障碍与失败，是通往成功最稳靠的踏脚石，肯研究利用它们，便能从失败中培养出成功。
445,雄心壮志是茫茫黑夜中的北斗星。,天空黑暗到一定程度，星辰就会熠熠生辉。
446,不去追逐，永远不会拥有。不往前走，永远原地停留。,世界上只有想不通的人，没有走不通的路。将帅的坚强意志，就像城市主要街道汇集点上的方尖碑一样，在军事艺术中占有十分突出的地位。
447,人之所以能，是相信能。,对于攀登者来说，失掉往昔的足迹并不可惜，迷失了继续前时的方向却很危险。
448,学习，学习，再学习！学，然后知不足。,慢慢释怀，才能让自己变好。
449,微笑，是强者对人生最完美的诠释；微笑，是从从容容的人生态度。,能力配不上野心，是所有烦扰的根源。这个世界是公平的，你要想得到，就得学会付出和坚持。每个人都是通过自己的努力，去决定生活的样子。
450,乌云的背后是阳光，阳光的背后是彩虹。,人生最大的喜悦是每个人都说你做不到，你却完成它了!
451,青春就像一只容器，装满了不安躁动青涩与偶尔的疯狂。,有些事情，不谈是个结，谈开了是个疤。
452,胜利，是属于最坚韧的人。,别小看任何人，越不起眼的人，往往会做些让人想不到的事。
453,只有一条路不能选择--那就是放弃的路；只有一条路不能拒绝--那就是成长的路。,目标的实现建立在“我要成功”的强烈愿望上。
454,别人不会在意你的一切，只有自己成就自己，才能在别人面前抬得起头。,人生伟业的建立，不在能知，乃在能行。
455,收起羡慕别人的目光自己去努力。,你若想要得到，就别只是期望。人生短暂，经不起等待。
456,没有退路的时候，正是潜力发挥最大的时候。,不管学历如何，读书多了，内心充实，精神自然丰富。不管长相如何，锻炼久了，减脂塑形，精自然充沛，然后你会遇见全新的自己。
457,要让事情改变，先改变自己；要让事情变得更好，先让自己变得更强。,在我们能掌控和拼搏的时间里，去提升我们生命的质量。
458,"滴水穿石,不是力量大,而是功夫深。",我为你今天的表现感到骄傲。
459,梦想是注定孤独的旅行，路上少不了质疑和嘲笑，但那又怎样，哪怕遍体鳞伤也要活的漂亮。,用理想去成就人生，不要蹉跎了岁月。
460,命运从来不会同情弱者。,我要的未来，要靠我自己去拼。
461,永不言败是追究者的最佳品格。,时间是有限的，所以不要把时间浪费在走别人的路上。
462,你要让你的实力配得上自己的野心。,积极人生看到的世界是一片阳光，消极人生看到的世界是一片黑暗；积极人生感受到的生活是无比快乐，消极人生心里感觉到的仅是一丝丝悲凉。
463,大多数时候，消耗你能量的都不是工作，而是工作中遇到的人。干活本身是不累的，平衡情绪最累。,十数载寒窗蛰伏，只等这一天破茧而出；无数人殷情期待，只为这一刻羽化成蝶。
464,要培养各方面的潜力，包括承受悲惨命运的潜力。,意志力是人的一条救生索，它可以帮助我们脱离困境，引导我们走向胜利。
465,只要心里还存着不甘心，就还没到放弃的时候。,每个人都有自己鲜明的主张和个性，不要识途去改变他人，同样，也不要被他人所改变。改了，就不是自己了。
466,所谓内心的快乐，是一个人过着健全的正常的和谐的生活所感人生所有的欢乐是创造的欢乐：爱情天才行动——全靠创造这一团烈火进射出来的。,成功的人千方百计，失败的人千难万险。
467,有压力，但不会被压垮；迷茫，但永不绝望。,梦是一种欲望，想是一种行动。梦想是梦与想的结晶。
468,失去金钱的人损失甚少，失去健康的人损失极多，失去勇气的人损失一切。,有大快乐的人，必有大哀痛；有大成功的人，必有大孤独。
469,就让我执迷不悟，在自己的世界勇敢地走下去。,生活没有太多的十全十美，所有的酸甜苦辣都是最好的回忆。
470,不要给自己的失败找借口！,与其相信依靠别人，不如相信依靠自己。
471,我们没资格颓废，唯一能做的只有一往无前。,"我们的幸福取决于我们的愉快情绪,而愉快情绪又取决于身体的健康状况。我们的幸福十占其九依赖于我们的健康。只要我们保持健康,一切也就成了快乐源泉；但缺少了健康，一切外在的好处。"
472,倘能生存，我当然仍要学习。,当你感到悲哀痛苦时，最好是去学些什么东西。学习会使你永远立于不败之地。
473,当有人说我们办不到的时候，我们要以这个永恒的信条来回应他们：是的，我们能做到。,不要活在别人的嘴里，不要活在别人的眼里，而是把命运握在自己手里。
474,每天提醒自己，不要忘记梦想。,心作良田耕不尽，善为至宝用无穷。我们应有纯洁的心灵，去积善为大众。就会获福无边。
475,走得最慢的人，只要他不丧失目标，也比漫无目的地徘徊的人走得快。,生活充满了选择，而生活的态度就是一切。
476,天寒地冻不会太久，春风正在来的路上。,遍体鳞伤后才知道，成功不是不够努力，成功是决不放弃。
477,人的活动如果没有理想的鼓舞，就会变得空虚而渺小。,当你孤独时，风儿就是我的歌声，愿它能使你得到片刻的安慰；当你骄傲时，雨点就是我的警钟，愿它能使你获得永恒的谦逊。
478,如果我不坚强，那就等着别人来嘲笑。,应对困难挫折挑战只要你肯相信自己，不断努力的付出，哪怕你此刻的人生是从零开始，你都能够做得到。
479,等待的时候，时间照样过，但却被我们的思念给拉长了。,当你跌到谷底时，那正表示，你只能往上，不能往下！
480,想全力以赴一次，不必考虑结果会如何，努力了就好。,人生短短数十载，最要紧是证明自己，不是讨好他人。
481,自信是成功的前提，勤奋是成功的催化剂。,假如你从来未曾害怕受窘受伤害，好就是你从来没有冒过险。
482,种子牢记着雨滴献身的叮嘱，增强了冒尖的勇气。,心若计较，处处都是怨言;心若放宽，时时都是春天。
483,在世界的历史中，每一伟大而高贵的时刻都是某种热忱的胜利。,计较的越多，失去的越多，计较的越少，快乐越多。正能量励志语录：奋斗的正能量句子，每天一句，让你振奋一整年！
484,不管我到什么地方去，我是去找快乐的。我决不会到什么地方去找痛苦， 因为我生来就是个寻欢作乐的人。只有痛苦找到我头上，我才会痛苦。,自信的人，懂得“天生我才必有用”的道理，依靠着必胜的信心，在艰苦的搏击中，驶向成功的彼岸。
485,天下没有不可能的事，只要你有信心有勇气，腔子里有热血，灵魂里有真爱。,要把昨日当作回忆，今日继续努力，明天就随他去。
486,不管什么时候，学习都不晚。,可怕的是，比你优秀的人比你还要努力。
487,很多时候，为了求得真正的幸福，我们需要保持耐心。因为真正的幸福不会很快到来，也不会轻易到来，但它值得等待。,炫丽的彩虹，永远都在雨过天晴后。
488,生命对某些人来说是美丽的，这些人的一生都为某个目标而奋斗。,水只有碰到石头才能碰出浪花。
489,要想改变命运，首先改变自己。,让坚持成为一种信仰。
490,一个人承受孤独的能力有多大，他的能力就有多大。,人活着就要快乐。
491,不会生气的人是愚者，不生气的人乃真正的智者。,是梦别怕疼，想赢别喊停！
492,人，要有梦想，才能有前进的动力。,当你孤独时，风儿就是我的歌声，愿它能使你得到片刻的安慰；当你骄傲时，雨点就是我的警钟，愿它能使你获得永恒的谦逊。
493,千里之行，始于足下。细节决定成败美丑,再伟大的巨人也有他渺小的瞬间，再渺小的凡人也有他伟大的时刻。
494,永远对生活充满希望，对于困境与磨难，微笑面对。,梦想从这刻起，并不只是个幻想，靠自己它能成为现实中的一部分。
495,想要变坏，因为自己太善良；又怕变坏，怕最后会找不到自己。,上帝从不抱怨人们的愚昧，人们却抱怨上帝的不公平。
496,耐得住寂寞，守得住繁华！,学习，学习，再学习！学，然后知不足。
497,不去追逐，永远不会拥有。不往前走，永远原地停留。,知识给人重量，成就给人光彩，大多数人只是看到了光彩，而不去称量重量。
498,你要做多大的事情，就该承受多大的压力。,透过云端的道路，只亲吻攀登者的足迹。
499,站得更高才能看得更远。,唯有行动才能改造命运。
500,人类因有梦想而伟大，行动是梦想的开端。,沙漠里的脚印很快就消逝了。一支支奋进歌却在跋涉者的心中长久激荡。
501,我一定要赢了自己，赢了伤痛，能够重新返回赛场。这样才能让那些怀疑我的人重新思考，什么叫将不可能变成可能。,志在峰巅的攀登者，不会陶醉在沿途的某个脚印之中。
502,我把苦难挫折当作自己生存的最好导师。,无人理睬时，坚定执着。万人羡慕时，心如止水。
503,不要去拒绝忙碌，因为它是一种充实； 不要去抱怨挫折，因为它是一种坚强；不要去拒绝微笑，因为爱笑的女孩最美。你的优秀，不需要任何人来证明。,人不能创造时机，但是它可以抓住那些已经出现的时机。
504,什么时候离光明最近？那就是你觉得黑暗太黑的时候。,无论有多困难，都坚强地抬头挺胸，告诉所有人，你并非他们想象的那样不堪一击。
505,人们最害怕的是无常变化，要学习适应环境的变化和变化中另谋创新，并不是停留在变化的痛苦中。,留一片空白，随时浓墨重彩。
506,过自己喜欢的生活，成为自己喜欢的样子，其实很简单，就是把无数个“今天”过好，这就意味着不辜负不蹉跎时光，以饱满的热情迎接每一件事，让生命的每一天都有滋有味。,光明在前，阴影在后。
507,一个人的知识，通过学习可以得到;一个人的成长，就必须通过磨练。若是自己没有尽力，就没有资格批评别人不用心。开口抱怨很容易，但是闭嘴努力的人更加值得尊敬。,一定的忧愁.痛苦或烦恼，对每个人都是时时必需的。一艘船如果没有压舱物，便不会稳定，不能朝着目的地一直前进。
508,眼泪不是我们的答案，拼搏才是我们的选择。,你要记住你不是为别人而活，你是为自己而活。
509,找一个理由，否认忧伤，笑容就会灿烂到无所不在。,民族精神不仅仅仅仅是大义凛然，视死如归；也不仅仅仅仅是金戈铁马，马革裹尸滴中。
510,成功就是你被击落到失望的深渊之后反弹得有多高。,才华是血汗的结晶。才华是刀刃，辛苦是磨刀石。
511,只要路是对的，就不怕路远。,左右一个人成功的，不是能力，而是选择。
512,如果我们做与不做都会有人笑，如果做不好与做得好还会有人笑，那么我们索性就做得更好，来给人笑吧！,沉湎于希望的人和守株待兔的樵夫没有什么两样。
513,世上只有一种英雄主义，就是在认清生活真相之后依然热爱生活。,当有人说你是傻瓜时，证明你离成功不远了。
514,你心里最崇拜谁，不必变成那个人，而是用那个人的精神和方法，去变成你自己。,志在峰巅的攀登者，不会陶醉在沿途的某个脚印之中。
515,除非想成为一流，否则就是二流。,人活着就要快乐。
516,我们最大的悲哀，是迷茫地走在路上，看不到前面的希望；我们最坏的习惯，是苟安于当下生活，不知道明天的方向。,生活就像一面镜子，你若对她笑，她就对你笑。
517,一个人要挑战自己，靠的不是投机取巧，不是耍小聪明，靠的是信心。人有了信心，就会产生意志力量。人与人之间，弱者与强者之间，成功与失败之间最大的差异就在于意志力量的差异。人一旦有了意志的力量，就能战胜自身的各种弱点。,强大一些，要相信你自己；坚定一些，要相信自己的感觉。
518,人海中再回首，朋友真诚依旧，生命里重逢，心境平和温柔，往事如风，岁月如歌，漫漫人生路，苍桑几许，幸福几何！,当你不能够再拥有的时候，你唯一可以做的，就是令自己不要忘记。
519,理想徘徊十字路口，不知道往哪边走；信心一路上低着头，数着脚下的石头。,竹根即使被埋在地下无人得见，也决然不会停止探索而力争冒出新笋。
520,在路上，我们生命得到了肯定，一路上，我们有失败也有成功，有泪水也有感动，有曲折也有坦途，有机遇也有梦想。一路走来，我们熟悉了陌生的世界，我们熟悉了陌生的面孔，遇人无数，匆匆又匆匆，有些成了我们忘不掉的背影，有些成了我们一生的风景。我笑，便面如春花，定是能感动人的，任他是谁。,人之所以能，是相信能。
521,预测未来的最好方法，就是创造未来。,能够说出的委屈，便不是委屈;能够抢走的爱人，便不是爱人。
522,我希望你过看让自己骄傲的生活。如果没有，我希望你有勇气可以重头来过。,你只有一定要，才一定会得到。
523,脚下的路还很长，活着就要坚决走下去。,不要轻易用过去来衡量生活的幸与不幸!每个人的生命都是能够绽放美丽的，只要你珍惜。
524,地不耕种，再肥沃也长不出果实；人不学习，再聪明也目不识丁。,我相信，无论今后的道路多么坎坷，只要抓住今天，迟早会在奋斗中尝到人生的甘甜。抓住人生中的一分一秒，胜过虚度中的一月一年！
525,面对机会，你要勇敢，输也罢.赢也罢，都是一种经历，是一笔花钱买不来的财富。,只有收获，才能检验耕耘的好处；只有贡献，方可衡量人生的价值。
526,宁可辛苦一阵子，不要苦一辈子。,人活着要呼吸。呼者，出一口气；吸者，争一口气。
527,坚韧是成功的一大要素，只要在门上敲得够久.够大声，终会把人唤醒的。,愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声。
528,松软的沙滩上最容易留下脚印，但也最容易被潮水抹去。,敢于向黑暗宣战的人，心里必须充满光明。
529,让自己一边成熟，一边寻找时机。等时机成熟时，理想就可以实现了。,水只有碰到石头才能碰出浪花。
530,尽自己最大的努力，抱最大的希望，作最坏的打算。,不要让追求之舟停泊在幻想的港湾，而应扬起奋斗的风帆，驶向现实生活的大海。
531,没有失败，只有暂时停止的成功。,我相信没有人会完全满足于自己的现状，筑梦踏实，我们的理想永远在前方，而同时，做好脚下的事。
532,命运掌握在自己手里，命运的好坏由自己去创造。,不念过往，不为未来，珍惜现在。
533,用心的人在每一次忧患中都看到一个机会，而消极的人则在每个机会都看到某种忧患。,明明知道无论花开花落都只是一场寂寞的演出，却仍然愿意倾尽全力来演好这一生。
534,用行动开启完美，用智慧点亮人生，用信心激励自我，用勇气点燃激情，用执着守候成功，用发奋打造精彩，用奋斗创造辉煌，用拼搏开拓未来！,我可以接受失败，但绝对不能接受未曾奋斗过的自己。
535,没有努力过的人，没有资格去鄙视那些正在努力的人。你不能因为自己变成了一个不痛不痒的人，就去嘲笑那些爱恨分明的人。,我们这个世界，从不会给一个伤心的落伍者颁发奖牌。
536,勇士搏出惊涛骇流而不沉沦，懦夫在风平浪静也会溺水。,那些在困难面前能够坚持到底.努力奋进的人最终能够战胜一切困难，取得最后的成功。
537,你要记住你不是为别人而活，你是为自己而活。,溪流的秀美是因为它脚下的路坎坷不平。
538,时间只是过客，自己才是主人，人生的路无需苛求，只要你迈步，路就在你的脚下延伸，只要你扬帆，便会有八面来风，启程了，人的生命才真正开始。,永不言败是追究者的最佳品格。
539,没有天生的信心，只有不断培养的信心。,能付出爱心就是福，能消除烦恼就是慧。
540,我希望你过看让自己骄傲的生活。如果没有，我希望你有勇气可以重头来过。,行动出成果，工作出财富。
541,生命很残酷，用悲伤让你了解什么叫幸福，用噪音教会你如何欣赏寂静，用弯路提醒你前方还有坦途。,每个人都是单行道的跳蚤，每个人都皈依自己的宗教。
542,在我们的生活中，如果没有了书籍，就好像小鸟在天空中飞翔时断了翅膀一样，永远不能前进。,用行动开启完美，用智慧点亮人生，用信心激励自我，用勇气点燃激情，用执着守候成功，用发奋打造精彩，用奋斗创造辉煌，用拼搏开拓未来！
543,成功其实很简单，就是当你坚持不住的时候，再坚持一下。,永远不要埋怨你已经发生的事情，要么就改变它，要么就安静的接受它。
544,积极的人在每一次忧患中都看到一个机会，而消极的人则在每个机会都看到某种忧患。,"当你不去旅行，不去冒险，不去谈一场恋爱，不过没试过的生活，每天只是挂着QQ,刷着微博，逛着淘宝，干着岁都能做的事情，那么你要青春有什么用。"
545,人生不过是一场旅途，看遍了红尘，终会踏上归途。,没有比手更大的天，没有比脚更长的路，没有比人更高的山，没有比心更宽的海。
546,一个人的成功不取决于他的智慧，而是毅力。,人若有志，就不会在半坡停止。
547,忍耐力较诸脑力，尤胜一筹。,有些事回不去了，这就是成长。
548,"我们的幸福取决于我们的愉快情绪,而愉快情绪又取决于身体的健康状况。我们的幸福十占其九依赖于我们的健康。只要我们保持健康,一切也就成了快乐源泉；但缺少了健康，一切外在的好处。",有些事情，只能是如人饮水，冷暖自知，不去强求别人能理解
549,说服自己感动自己征服自己，带着真诚感恩的心，勇敢地走完选定的生活道路，决不回头。,每件事情都必须有一个期限，否则，大多数人都会有多少时间就花掉多少时间。
550,咱们什么都没有，唯一的本钱就是青春。梦想让我与众不一样，奋斗让我改变命运!,所谓内心的快乐，是一个人过着健全的正常的和谐的生活所感人生所有的欢乐是创造的欢乐：爱情天才行动——全靠创造这一团烈火进射出来的。
551,如果你生气了，请在面对爱人之前先面对镜子。看看自己，你喜欢现在这张脸吗？,这场游戏，并不是由你来决定输赢，决定我们的命运。
552,坚强并不只是在大是大非中不屈服，而也是在挫折前不改变自己。,决不能放弃，世界上没有失败，只有放弃。
553,上帝从不抱怨人们的愚昧，人们却抱怨上帝的不公平。,这世界上没有绝对的感同身受能帮你的也只有你自己。
554,未曾失败的人恐怕也未曾成功过。,我想要自由飞翔，这一刻，我对自己说，我不在胆怯。
555,用行动祈祷比用言语更能够使上帝了解。,世事纷扰，本来就是司空见惯，我们需要改善的是我们自己的心态和环境，而不是把珍贵的力量，浪费在其他纠缠的烦恼里，虽然说性格是一个看不到的东西，但应该相信和维护自己情绪的秩序，温和而礼貌。
556,要先打败任何事情得先学会打败自己。,不大可能的事也许这天实现，根本不可能的事也许明天会实现。
557,人，要有梦想，才能有前进的动力。,绝望的时侯抬头看着希望的光芒其实一直存在。
558,成功就是你被击落到失望的深渊之后反弹得有多高。,人总爱跟别人比较，看看有谁比自己好，又有谁比不上自己。而其实，为你的烦恼和忧伤垫底的，从来不是别人的不幸和痛苦，而是你自己的态度。
559,生命对某些人来说是美丽的，这些人的一生都为某个目标而奋斗。,梦想是一个天真的词，实现梦想是个残酷的词。
560,大多数时候，消耗你能量的都不是工作，而是工作中遇到的人。干活本身是不累的，平衡情绪最累。,透过云端的道路，只亲吻攀登者的足迹。
561,你的假装努力，欺骗的只有你自己，永远不要用战术上的勤奋，来掩饰战略上的懒惰。,或许是时间炖化了他们的异端，或许是岁月油炸了我的坚持。
562,一个人除非自己有信心，否则带给别人信心。,在逆境中，智者知难而进，愚者消沉不前。
563,青春就像一只容器，装满了不安躁动青涩与偶尔的疯狂。,幻想一步成功者突遭失败，会觉得浪费了时刻，付出了精力，却认为没有任何收获;在失败面前，懦弱者痛苦迷茫，彷徨畏缩;而强者却坚持不懈，紧追不舍。
564,行动出成果，工作出财富。,当你孤独时，风儿就是我的歌声，愿它能使你得到片刻的安慰；当你骄傲时，雨点就是我的警钟，愿它能使你获得永恒的谦逊。
565,最使人厌烦的谈话有两种，一是从来不停下来想想，另一种是从来不想停下来。,只要站起来的次数比倒下去的次数多，那就是成功。
566,相信你行，你就活力无穷。,志在山顶的人，不会贪念山腰的风景。
567,每个不满意的此刻，都有个不努力的以前。,如果放弃太早，你永远都不知道自己会错过什么。
568,抓住回忆不放的人总是容易受伤，喜欢拿余生等句别来无恙,一个人能够不用长得太好看，懂太多事，明白哪只手夹雪茄更迷人，对所有红酒的年份倒背如流，但你得有自我的气场，这很重要。
569,背对太阳，阴影一片；迎着太阳，霞光万丈。,同样一件事情的发生，有的人感到非常痛苦，有的人却能坦然接受。因为这两者的忍耐能力不同。有忍耐能力的人才容易成功。
570,走好自己的路，让别人说去。,没有哪种教育能及得上逆境。
571,高峰只对攀登它而不是仰望它的人来说才有真正意义。,人生充满着期待，梦想连之后未来。
